acc_1,acc_2,acc_3,tacc,av_1,av_2,av_3,tav
7.3907,0.95352,6.8436,68.855,-0.015721,0.0056497,0.25165,68.875
6.9143,1.2421,7.2008,68.954,-0.32046,-0.021149,0.19643,68.974
6.5621,-0.35566,7.1675,69.054,-0.27443,-0.089368,0.072543,69.074
7.0975,1.7166,6.7324,69.153,-0.59501,-0.072623,-0.1824,69.174
7.2578,1.6723,6.8783,69.252,-0.69086,0.016085,-0.358,69.273
7.5328,0.15074,7.0671,69.351,-0.40422,0.046805,-0.38594,69.373
7.0689,-0.60235,6.8119,69.451,-0.32336,-0.0050014,-0.38919,69.473
7.7226,0.30507,6.3237,69.55,-0.50458,0.034916,-0.50325,69.573
7.5605,-2.6502,6.7079,69.649,-0.60522,-0.0023629,-0.3739,69.672
7.7208,-4.1346,5.6329,69.748,-0.20721,-0.0028567,-0.13451,69.772
7.0352,1.8337,6.3896,69.847,0.0017779,0.026235,-0.20547,69.872
7.2216,-1.0182,6.4935,69.947,-0.30841,0.0016739,-0.21916,69.972
6.9447,-0.68408,6.8225,70.046,0.17732,-0.017793,-0.27381,70.072
7.0411,0.22902,6.7909,70.145,-0.062178,0.016219,-0.22987,70.172
6.8825,-0.94873,6.9912,70.244,0.10408,-0.0079209,0.036708,70.272
6.5314,-1.9847,6.3809,70.343,0.22035,-0.083731,0.26756,70.372
6.9505,0.3133,6.8887,70.443,0.24052,0.1014,0.30565,70.473
7.6834,-0.42332,7.0295,70.542,0.74027,0.063731,0.4524,70.573
7.0571,0.19205,6.9764,70.641,0.49394,0.10065,0.6104,70.673
7.0701,-0.58723,6.0277,70.74,0.57435,0.085684,0.74706,70.773
7.3797,1.5918,6.5357,70.839,0.49678,0.066194,0.74839,70.872
7.994,1.3807,6.3414,70.939,0.58658,0.052412,0.73774,70.973
7.4135,3.7455,6.8554,71.038,0.65428,0.015441,0.43453,71.073
7.3574,2.9725,6.5962,71.137,0.31547,0.040525,0.40795,71.174
7.2653,0.74844,6.5433,71.236,0.31002,0.0064598,0.3647,71.274
7.0141,1.3935,6.295,71.336,0.16862,0.028321,0.31888,71.375
7.1526,0.8676,5.5329,71.435,-0.23782,0.033239,0.2806,71.475
7.0875,-0.87388,7.0924,71.534,0.10005,-0.028164,0.12066,71.576
7.1449,0.42826,6.9716,71.633,-0.13489,-0.055665,0.11825,71.677
6.9032,1.2815,7.1634,71.732,-0.010397,-0.02464,-0.014113,71.777
6.7367,1.3738,6.9417,71.832,-0.45885,-0.021452,-0.2403,71.878
6.7459,1.994,7.1411,71.931,-0.74482,0.014839,-0.39268,71.979
6.8453,0.91235,6.912,72.03,-0.36816,0.035117,-0.50929,72.079
7.2422,0.11017,6.6143,72.129,-0.54325,0.012866,-0.60652,72.18
7.3602,0.43634,6.0109,72.228,-0.58079,0.091839,-0.63679,72.281
8.1517,-0.95876,6.7282,72.328,-0.78098,0.023852,-0.77362,72.382
7.8501,-1.129,5.9167,72.427,-0.25855,0.008395,-0.67184,72.483
7.4144,-1.1926,5.616,72.526,-0.56333,-0.0087323,-0.63297,72.584
7.8405,-0.41494,6.295,72.625,-0.42472,-0.0079125,-0.52178,72.685
7.1256,-1.1947,6.4697,72.725,-0.37364,-0.01562,-0.34373,72.786
7.4683,-0.45071,6.3044,72.824,-0.23499,-0.013256,-0.22937,72.887
7.0409,-0.54487,6.9387,72.923,-0.28954,-0.021995,-0.16514,72.988
6.7583,0.49771,7.0949,73.022,0.06529,-0.0048902,-0.14056,73.089
7.0806,0.85038,6.7439,73.121,-0.16276,-0.020563,-0.12784,73.19
7.0809,0.41179,6.7209,73.221,-0.0051025,-0.013072,-0.076853,73.291
6.8234,-0.72854,6.7773,73.32,0.42215,0.019106,-0.017795,73.393
7.1454,-1.5301,7.1672,73.419,0.23491,0.049738,0.33363,73.494
7.1283,-1.2878,6.8433,73.518,0.42142,0.10786,0.62462,73.595
7.7664,-1.292,6.1845,73.617,0.76775,0.078092,0.77229,73.696
7.6775,0.69036,6.4848,73.717,0.90479,0.07862,0.81479,73.798
7.5808,1.4581,6.2964,73.816,0.66928,0.037797,0.78478,73.899
7.6021,1.0849,6.4877,73.915,0.61498,0.082002,0.76343,74
7.6379,1.1968,5.8992,74.014,0.49999,0.088402,0.60045,74.102
7.7397,0.84784,6.1579,74.113,0.60682,0.095782,0.52925,74.203
7.2988,1.6312,6.3902,74.213,0.24955,0.054105,0.43672,74.303
6.8626,3.3318,6.8454,74.312,0.50742,-0.0078716,0.18538,74.399
7.0806,0.53454,6.7552,74.411,-0.35922,0.004762,0.11113,74.496
7.1586,-0.24025,6.639,74.51,0.087116,-0.03117,0.11763,74.593
6.8679,1.3373,6.8081,74.609,-0.32321,0.029632,0.17035,74.69
6.8164,-0.90936,6.9423,74.709,-0.42509,0.01234,0.077982,74.787
6.9876,-0.34219,7.164,74.808,0.058303,-0.015889,-0.11212,74.885
8.2197,1.1951,6.9915,74.907,-0.32556,-0.0081755,-0.24923,74.982
6.6794,2.0483,7.4539,75.006,-0.22293,0.043666,-0.45851,75.079
7.2443,1.1303,6.4151,75.105,-0.51316,0.032274,-0.62148,75.176
7.9582,1.039,6.5085,75.205,-0.82706,-0.0030548,-0.76995,75.273
7.2117,-1.8148,7.0452,75.304,-0.3588,0.0076359,-0.73458,75.371
8.0796,0.71147,5.5208,75.403,-0.55371,-0.03974,-0.73893,75.468
8.6176,-0.41658,6.542,75.502,-0.59406,-0.028335,-0.69844,75.565
8.0119,-0.022004,6.0943,75.601,-0.69466,-0.038111,-0.56503,75.662
7.9081,0.33396,5.9614,75.701,-0.56572,-0.078459,-0.48862,75.76
7.4767,-1.0784,6.5267,75.8,-0.55105,-0.04484,-0.39468,75.857
8.0351,-2.8643,6.9215,75.899,-0.36332,-0.018517,-0.17565,75.954
6.9954,0.13741,6.1762,75.998,0.2129,-0.023445,-0.05213,76.052
7.0714,0.98106,6.5296,76.097,0.25554,-0.003714,-0.052955,76.149
6.9243,0.94394,6.8023,76.197,0.012561,-0.0094808,-0.023556,76.247
6.9797,0.27483,6.9267,76.296,0.22221,-0.010834,-0.02901,76.344
7.1669,0.31135,6.8499,76.395,0.10108,0.01899,0.082083,76.442
7.1623,-1.4635,7.0535,76.494,0.20763,0.055052,0.30778,76.539
6.6854,-1.5753,6.7757,76.593,0.41546,0.11608,0.61474,76.637
7.3825,0.70024,6.1896,76.693,0.62116,0.098851,0.75775,76.735
7.6,0.72659,6.3534,76.792,0.73419,0.075772,0.71272,76.832
8.3526,0.41419,6.9333,76.891,0.47153,0.054909,0.69064,76.93
7.6639,0.54008,6.3169,76.99,0.61088,0.053741,0.68553,77.028
7.7283,0.76072,6.2176,77.089,0.44823,0.078448,0.63689,77.125
7.7669,0.32078,6.2761,77.189,0.64641,0.035964,0.69337,77.223
7.3506,2.4452,6.4486,77.288,0.15332,0.060447,0.57736,77.321
7.1719,2.3042,6.5164,77.387,0.3997,0.018931,0.42533,77.419
6.8263,4.0838,6.5191,77.486,-0.34706,-0.010877,0.19005,77.517
6.845,0.065264,6.2779,77.586,-0.58533,-0.017514,0.13553,77.614
7.0417,-0.70578,6.9664,77.685,0.13543,-0.047457,0.14428,77.712
6.8201,0.89723,6.7161,77.784,-0.20144,-0.012371,0.04157,77.81
6.8188,0.85053,6.9848,77.883,-0.067394,0.0018102,-0.053568,77.908
6.9207,2.5971,7.0726,77.982,-0.16816,0.0058244,-0.27626,78.006
6.9104,1.828,6.8057,78.081,-0.59496,0.007811,-0.45616,78.104
7.1116,0.010329,6.6736,78.181,-0.65474,-0.011273,-0.63831,78.202
7.6235,0.38889,6.8764,78.28,-0.48043,0.019975,-0.62634,78.3
7.4561,0.72943,6.035,78.379,-0.74079,-0.0079514,-0.74571,78.399
7.6457,-0.97373,6.2908,78.478,-0.76402,-0.0033014,-0.67835,78.497
7.7141,-1.547,6.5278,78.578,-0.55869,-0.021903,-0.61162,78.595
7.2904,-1.0469,6.0531,78.677,-0.71399,-0.021259,-0.54045,78.694
7.8251,-0.032632,6.5742,78.776,-0.2921,-0.0066551,-0.41767,78.792
7.3139,0.20462,6.5314,78.875,-0.43879,-0.065566,-0.43223,78.891
6.887,-1.2785,5.9905,78.974,-0.45011,-0.014304,-0.23872,78.989
7.3237,-0.95591,6.5315,79.074,-0.0064767,-0.014266,-0.13574,79.088
6.9727,0.75219,6.6745,79.173,-0.1998,-0.02363,-0.16243,79.186
7.2301,0.51807,6.9008,79.272,-0.011994,-0.00042347,-0.097951,79.285
6.8459,0.42392,6.9295,79.371,0.10648,-0.011978,-0.052674,79.384
6.8679,-0.24773,6.8463,79.47,-0.025444,0.017357,0.12814,79.482
7.3319,-1.146,7.1654,79.57,0.25808,0.023887,0.22966,79.581
7.3392,-1.0126,7.4177,79.669,0.51775,0.075541,0.51809,79.68
7.4008,0.29788,6.79,79.768,0.36485,0.087396,0.57142,79.779
7.1538,-0.18307,6.2607,79.867,0.45542,0.021637,0.71346,79.878
6.8364,0.31225,6.0986,79.967,0.51017,0.041722,0.69819,79.977
7.3172,0.71746,5.8874,80.066,0.54864,0.064447,0.67937,80.076
6.9891,1.262,5.7115,80.165,0.53126,0.053978,0.63911,80.175
7.7838,1.3719,6.2979,80.264,0.59946,0.033994,0.48319,80.274
7.1137,1.2316,5.8645,80.363,0.29227,0.0023746,0.56386,80.373
7.1252,-0.069605,6.1904,80.463,0.39512,-0.0014091,0.58545,80.472
7.1346,2.9573,6.5336,80.562,0.35847,0.049951,0.33621,80.571
7.086,3.5627,6.9198,80.661,-0.26862,0.010566,0.056127,80.671
6.9352,-1.2044,6.8215,80.76,-0.066506,-0.016814,0.11102,80.77
6.9855,0.61941,6.7387,80.859,0.063925,0.022075,0.11862,80.869
7.1457,-0.20627,6.8158,80.959,-0.086209,-0.012792,0.089826,80.968
7.1292,1.7904,6.4517,81.058,-0.2967,-0.018693,0.094612,81.067
6.802,-0.80098,6.3597,81.157,0.082017,0.029448,0.11384,81.167
6.1907,0.2865,8.1052,81.256,-0.34545,0.03221,-0.069939,81.267
6.6185,1.1225,7.3,81.355,-0.31488,0.031971,-0.24053,81.366
7.0198,1.2884,6.5644,81.455,-0.44428,0.0146,-0.55393,81.466
7.6298,-0.17978,6.4303,81.554,-0.80741,0.0066164,-0.7224,81.566
7.9624,-0.92193,6.8158,81.653,-0.42118,0.02962,-0.70668,81.665
7.8387,0.46119,6.1947,81.752,-0.75714,0.013997,-0.67511,81.765
8.0068,0.37811,5.6903,81.851,-0.65819,0.015747,-0.63412,81.865
6.984,0.45745,6.7787,81.951,-0.50989,-0.012295,-0.58401,81.965
7.7494,-0.64411,6.3661,82.05,-0.20898,-0.017273,-0.54706,82.065
7.3973,0.25866,6.013,82.149,-0.29742,-0.026576,-0.49908,82.165
7.1002,-1.0971,6.1121,82.248,-0.47482,-0.011005,-0.36262,82.265
7.4811,-0.96594,6.589,82.348,-0.24222,-0.012153,-0.16476,82.365
7.0523,-0.39443,6.9336,82.447,-0.11794,0.010007,-0.074551,82.465
6.7572,0.18576,7.3602,82.546,-0.17731,0.0073007,-0.034189,82.566
6.8251,-0.43604,6.8614,82.645,0.089944,-0.009758,-0.068489,82.666
6.8149,1.2685,7.158,82.744,-0.089911,-0.0075865,-0.098989,82.766
6.6894,0.22393,7.09,82.844,-0.072257,-0.012084,-0.14047,82.866
7.2259,-0.23411,6.9508,82.943,0.32518,0.027396,0.14889,82.967
6.6731,-2.1061,7.1238,83.042,0.2492,0.060115,0.47815,83.067
7.5117,0.13921,6.6032,83.141,0.54778,0.074118,0.60354,83.168
7.4535,0.17813,6.4969,83.241,0.6094,0.037265,0.61238,83.268
7.7307,1.074,6.3711,83.34,0.49878,0.064711,0.63089,83.369
7.4478,-1.106,6.3164,83.439,0.89937,0.088524,0.68431,83.47
7.7663,0.28501,5.6422,83.538,0.48957,0.043983,0.72937,83.57
7.8392,0.95921,5.892,83.637,0.51156,0.089168,0.67389,83.671
7.5205,0.78033,6.5606,83.737,0.61132,0.016787,0.5747,83.772
7.5175,0.36374,6.7619,83.836,0.29187,0.028983,0.56625,83.872
7.1851,2.6444,6.486,83.935,-0.33354,0.00032692,0.19116,83.973
7.4852,2.9969,6.6811,84.034,-0.089986,-0.021254,0.12212,84.074
6.6393,-1.5425,7.3352,84.133,0.023111,0.0022714,0.060769,84.175
6.8306,0.41464,7.1499,84.233,0.25038,-0.036829,0.13429,84.276
7.0355,0.43365,6.7038,84.332,0.20717,-0.021124,0.14448,84.376
6.9182,0.47676,7.5162,84.431,-0.096253,-0.037841,0.018653,84.477
6.837,2.6088,6.774,84.53,-0.3073,0.010029,-0.26174,84.578
6.9149,2.4006,7.268,84.629,-0.75257,-0.089668,-0.63321,84.68
7.0836,0.95936,6.5896,84.729,-0.63916,0.046372,-0.76333,84.781
7.9103,0.53768,6.4263,84.828,-0.68252,-0.033354,-0.82718,84.882
7.7028,0.16541,5.5392,84.927,-1.0797,-0.098192,-0.89657,84.983
8.1089,-0.51732,5.7242,85.026,-0.8374,-0.02136,-0.81321,85.084
7.8703,-1.5005,5.6808,85.125,-0.68144,-0.014648,-0.71531,85.186
8.0345,-2.6892,6.2497,85.225,-0.60523,-0.0021608,-0.43719,85.287
7.5463,-1.2445,6.5513,85.324,-0.16999,-0.041404,-0.3605,85.389
7.5912,-2.2705,6.3963,85.423,-0.30238,3.8822e-05,-0.17908,85.49
7.1367,0.80952,6.815,85.522,0.019074,0.019221,-0.23062,85.592
7.1211,0.79979,6.8001,85.621,-0.078068,-0.0073992,-0.11987,85.693
6.9098,0.59995,7.0176,85.721,0.096715,-0.013306,-0.073245,85.795
6.8939,0.3133,6.9731,85.82,-0.09551,0.0016598,0.02179,85.896
6.9114,-0.6022,7.0887,85.919,0.1689,0.023756,0.14802,85.998
6.8935,-1.1607,6.7411,86.018,0.41503,0.049459,0.31971,86.099
6.9917,0.3871,7.1042,86.118,0.36994,0.060109,0.41056,86.201
7.1693,-0.58648,7.0177,86.217,0.47708,0.048443,0.51923,86.303
7.709,-0.36135,6.5894,86.316,0.58414,0.11161,0.74747,86.405
7.618,0.027992,5.973,86.415,0.67174,0.030068,0.79882,86.506
6.9827,0.6513,5.3286,86.514,0.71463,0.087488,0.75916,86.608
8.1606,1.2372,5.9569,86.614,0.4983,0.066483,0.78185,86.706
7.5052,2.8062,5.9025,86.713,0.40172,0.01611,0.5507,86.803
7.3538,3.4078,5.9429,86.812,-0.10439,0.039143,0.49538,86.899
7.1499,1.0058,6.8745,86.911,0.22948,0.0026593,0.37072,86.996
7.0906,1.7115,6.715,87.01,-0.10961,0.023474,0.28101,87.093
8.2477,2.3488,6.2336,87.11,-0.33308,-0.0058169,0.089883,87.19
6.4496,-0.51493,7.4235,87.209,0.23378,0.077463,0.23833,87.286
7.4532,-0.82853,6.0628,87.308,0.1386,-0.037092,0.099582,87.383
6.658,0.73752,7.4817,87.407,-0.068503,-0.011331,0.028433,87.48
6.7724,1.7264,6.8878,87.506,-0.16159,-0.018976,-0.20222,87.577
6.6061,1.6268,6.4098,87.606,-0.66629,-0.01967,-0.3814,87.674
6.5579,-0.038171,7.3645,87.705,-0.46898,0.05814,-0.42971,87.77
6.8025,-0.23441,6.8313,87.804,-0.50525,0.039044,-0.49398,87.867
6.4926,0.024998,7.0297,87.903,-0.32736,0.012813,-0.48686,87.964
7.5501,2.5525,6.9108,88.002,-0.56234,0.005252,-0.73399,88.061
7.1427,-0.42901,5.7172,88.102,-0.82205,0.0047864,-0.82384,88.158
8.6405,-2.0003,6.0997,88.201,-0.42436,-0.0038494,-0.71465,88.255
7.4364,-0.35476,6.0284,88.3,-0.46913,-0.035239,-0.48339,88.352
7.5205,-0.6974,6.5106,88.399,-0.069261,-0.013822,-0.40744,88.449
7.1303,0.33411,6.1991,88.499,-0.4482,-0.025619,-0.40164,88.546
7.2126,-0.51328,6.5267,88.598,-0.26773,-0.018795,-0.28828,88.643
7.0912,-0.69665,6.8171,88.697,-0.11484,-0.012677,-0.19015,88.741
7.4388,-0.60968,6.7408,88.796,0.24818,-0.02578,-0.098281,88.838
7.0316,1.7298,6.51,88.895,-0.21172,-0.052546,-0.16488,88.935
7.0773,1.0308,7.125,88.995,-0.30853,-0.0064345,-0.094093,89.032
6.6329,-0.0479,7.2559,89.094,0.085413,-0.0043045,-0.064755,89.13
6.8941,0.078886,6.9258,89.193,0.13557,0.0013511,0.062079,89.227
7.0611,-1.1583,7.2873,89.292,0.2024,0.028849,0.19593,89.325
6.8777,-1.0388,6.6245,89.391,0.44045,0.079386,0.45406,89.422
7.9697,-0.017663,7.1235,89.491,0.36686,0.053663,0.64383,89.52
7.6454,-0.36015,6.2491,89.59,0.80599,0.1181,0.66826,89.617
7.1791,2.0488,6.3711,89.689,0.39688,0.076533,0.72983,89.715
7.8287,-0.40012,6.4264,89.788,1.0329,0.049322,0.78913,89.813
7.3587,3.1539,6.5377,89.888,0.86793,0.05511,0.69368,89.91
7.9476,3.2581,5.7711,89.987,0.28634,0.01703,0.56085,90.008
7.1223,1.2201,6.6948,90.086,0.4966,0.023327,0.48382,90.106
6.7909,2.2932,6.3537,90.185,0.15631,0.02061,0.3176,90.204
7.1916,1.0101,6.1277,90.284,0.29731,0.022504,0.22461,90.302
7.1223,1.2936,6.4194,90.384,-0.16534,0.080489,0.18663,90.4
7.2825,-0.47436,6.4612,90.483,0.088459,0.00036548,0.10288,90.498
6.7668,0.54876,7.1631,90.582,0.17461,-0.043571,0.16899,90.596
6.9864,1.8106,7.3731,90.681,-0.1338,-0.015734,0.10677,90.694
7.0018,0.32722,6.662,90.78,-0.25668,0.001474,-0.025472,90.792
6.7917,1.2255,6.8995,90.88,-0.24629,-0.0061749,-0.12038,90.889
7.0903,1.6618,7.6528,90.979,-0.29416,0.029944,-0.24818,90.987
6.8878,2.2702,6.912,91.078,-0.23458,0.0090029,-0.43457,91.086
7.6636,2.112,6.4899,91.177,-0.58498,0.0087757,-0.71079,91.184
6.8664,-0.17529,6.7906,91.277,-0.74045,-0.01919,-0.80517,91.282
8.8719,-1.2912,6.3109,91.376,-0.89651,-0.046339,-0.64342,91.381
7.4341,-1.3234,6.0263,91.475,-0.79683,-0.060533,-0.68428,91.479
7.985,0.22259,6.2449,91.574,-0.49706,-0.020876,-0.58591,91.578
6.4923,0.63992,5.9483,91.673,-0.37182,-0.026034,-0.45752,91.676
7.2318,0.32108,6.7511,91.773,-0.52994,-0.024404,-0.47437,91.775
7.205,-0.91864,6.9245,91.872,-0.61729,-0.016305,-0.34501,91.874
7.8199,-2.1506,6.7656,91.971,-0.42434,-0.046508,-0.2049,91.972
6.8977,-0.85772,6.6896,92.07,0.16051,-0.019434,-0.098851,92.071
6.9659,0.94184,6.8156,92.169,-0.12344,-0.0075792,-0.10745,92.17
7.2023,-0.16915,6.721,92.269,0.059069,0.0021691,-0.12493,92.269
6.7936,0.22798,7.0349,92.368,0.30459,-0.024545,-0.062907,92.368
7.1937,-1.0284,6.7602,92.467,0.10409,0.019788,0.11509,92.467
6.8739,-1.2984,6.8818,92.566,0.59374,0.053158,0.35756,92.566
7.2627,-0.88616,6.7706,92.665,0.081473,0.065275,0.61926,92.665
8.101,-0.49906,5.9467,92.765,0.79426,0.13971,0.72409,92.764
7.8006,1.7698,6.7589,92.864,0.70889,0.075205,0.71042,92.863
7.5331,0.52646,5.9497,92.963,0.57411,0.037525,0.79305,92.963
7.6386,1.8494,6.46,93.062,0.78161,0.12551,0.69526,93.062
7.6422,1.3614,6.4493,93.162,0.53371,0.12251,0.71264,93.161
7.1991,1.6605,6.3372,93.261,0.53593,0.047094,0.54791,93.261
7.2325,3.1138,6.915,93.36,0.033426,0.00028089,0.31574,93.36
6.9297,0.2157,6.2522,93.459,0.3832,0.045405,0.28756,93.46
6.8312,2.3082,6.8803,93.558,-0.048635,0.024757,0.070927,93.56
6.9213,1.1234,6.9762,93.658,-0.12769,0.0087842,0.072581,93.659
7.052,0.01422,6.6167,93.757,0.11118,0.011337,0.039033,93.759
6.8381,0.45954,6.9755,93.856,-0.26172,-0.016721,0.072474,93.859
6.9894,0.4823,7.0667,93.955,-0.27328,-0.013201,-0.065143,93.959
7.1749,2.2114,6.6276,94.054,-0.1163,-0.017584,-0.2011,94.059
6.8147,2.1407,6.6938,94.154,-0.28839,0.0021721,-0.297,94.158
7.037,0.17558,6.8483,94.253,-0.36088,0.0048644,-0.40032,94.259
7.2283,-0.4064,6.6734,94.352,-0.32394,-0.026813,-0.35089,94.358
7.2509,0.96834,6.7613,94.451,-0.45532,-0.020634,-0.39676,94.457
7.1015,-0.39039,6.931,94.55,-0.30689,-0.001996,-0.28258,94.558
7.265,0.040117,6.3041,94.65,-0.2074,-0.001353,-0.36029,94.658
7.3942,-0.91385,6.5423,94.749,-0.40468,0.01492,-0.14946,94.758
6.898,-2.5576,7.2556,94.848,-0.070256,0.021928,-0.012015,94.859
7.1813,0.44727,6.3083,94.947,0.1559,0.055576,-0.057596,94.959
6.755,0.63633,7.25,95.046,-0.22403,0.027056,0.0066549,95.059
7.0863,-0.38919,6.6974,95.146,0.038288,-4.1298e-05,0.0024845,95.16
6.5787,0.47781,7.0162,95.245,0.22108,0.026297,0.045107,95.26
7.5561,0.31659,6.5294,95.344,0.19379,0.013909,0.03264,95.361
6.6779,0.61492,6.9565,95.443,-0.56023,0.021706,-0.033005,95.462
6.967,0.1681,6.8342,95.542,-0.46077,0.04693,-0.042144,95.562
6.817,-0.70518,7.1872,95.642,-0.243,-0.0049623,-0.084426,95.663
6.9994,-0.20567,6.768,95.741,0.15018,0.0097985,-0.025768,95.764
6.9547,-0.45281,6.8637,95.84,0.13265,-0.01308,-0.064215,95.865
6.8471,0.2401,7.0024,95.939,0.21483,-0.016513,0.01582,95.966
6.6846,1.1429,6.1821,96.039,0.00098122,0.0078684,0.15295,96.067
6.8409,0.52675,7.3083,96.138,-0.50154,0.0023113,0.11185,96.168
6.4531,0.59516,7.4183,96.237,-0.28644,-0.052008,0.095168,96.269
7.056,1.893,7.4397,96.336,-0.40695,-0.02139,-0.121,96.37
7.4174,1.4649,6.7635,96.435,-0.99201,0.031997,-0.36648,96.471
7.1544,0.66073,7.841,96.535,-0.95409,0.08396,-0.6333,96.572
7.5822,0.53214,6.5216,96.634,-0.85136,0.14109,-0.71481,96.674
7.8756,0.33815,5.9404,96.733,-0.80256,0.19853,-0.88863,96.775
8.2814,-0.63214,5.4768,96.832,-1.0345,0.19016,-0.9402,96.876
8.4189,-1.4448,5.6169,96.932,-0.91085,0.18216,-0.94107,96.978
7.7795,-0.37647,4.5053,97.031,-0.80328,0.23526,-0.94798,97.079
8.7542,-1.2381,5.6255,97.13,-0.92265,0.13049,-1.0872,97.181
8.1387,-1.6708,5.5578,97.229,-0.94955,0.13208,-1.0946,97.282
8.2279,-2.4836,4.6275,97.328,-0.57985,0.16366,-0.92121,97.384
7.8887,-2.6233,5.7659,97.428,-0.71373,0.027308,-0.80735,97.485
7.4105,-4.3538,6.0148,97.527,-0.35836,0.046973,-0.58625,97.587
7.2851,-1.9672,5.5211,97.626,0.30935,0.0080887,-0.29189,97.689
6.7879,-0.87343,7.1925,97.725,0.15656,0.0013588,-0.27748,97.789
7.1858,0.32408,6.2742,97.824,-0.5419,0.033337,-0.2286,97.891
6.701,0.31749,6.632,97.924,0.12444,0.02452,-0.17243,97.993
7.1622,-2.0876,7.3981,98.023,-0.10616,0.0059879,-0.11209,98.095
6.9941,0.91969,6.5194,98.122,0.47983,0.016585,-0.049377,98.197
6.7604,0.85727,6.9312,98.221,-0.076215,-0.010714,-0.047238,98.299
6.6999,1.0716,6.9544,98.321,-0.061573,-0.0030285,-0.025351,98.401
7.0804,0.65474,6.632,98.42,-0.049332,-0.0015041,0.029745,98.503
6.6092,0.94259,7.1601,98.519,-0.15598,0.0092871,0.022436,98.605
6.9268,0.73258,7.1461,98.618,-0.33818,-0.048002,0.057788,98.707
6.9929,0.792,6.5197,98.717,-0.25946,-0.010195,0.022463,98.809
6.6682,2.1356,7.1316,98.817,0.080498,-0.0064351,-0.13542,98.911
7.4355,2.1853,6.7203,98.916,-0.48079,-0.014924,-0.38595,99.012
6.7391,0.17918,6.3618,99.015,-0.39762,-0.0016367,-0.32931,99.108
7.0735,0.27543,7.0497,99.114,-0.48409,-0.0031812,-0.34096,99.205
7.1653,-1.146,6.7734,99.213,-0.13742,-0.035925,-0.33067,99.301
7.4066,-1.7346,6.8908,99.313,-0.47535,-0.037822,-0.15622,99.398
6.5894,-2.1896,6.9491,99.412,-0.047954,-0.014727,-0.0034671,99.494
6.977,0.53589,6.8045,99.511,-0.035867,-0.012709,-0.042845,99.59
6.8349,-0.54217,6.8011,99.61,-0.10766,0.0015444,-0.095517,99.687
6.7523,-0.18457,7.0074,99.709,0.070403,0.046445,-0.098368,99.783
6.463,0.042512,7.2315,99.809,0.081599,0.019824,-0.075574,99.88
6.8051,-0.38635,7.261,99.908,-0.19322,0.062377,-0.065315,99.976
7.2053,-1.7178,7.0548,100.01,0.019712,0.015582,0.064371,100.07
6.9505,-1.1531,6.3191,100.11,0.21832,0.0015998,0.087632,100.17
7.3826,-0.24205,6.8254,100.2,0.3704,0.0090594,0.23328,100.27
7.2086,0.060474,6.4881,100.31,0.25005,0.029931,0.26032,100.36
7.4578,0.31001,6.4514,100.4,0.28376,0.017791,0.29651,100.46
7.2424,1.239,7.1228,100.5,0.078128,0.028831,0.25417,100.56
7.3882,-0.34668,6.3995,100.6,0.46586,0.068832,0.28448,100.65
7.817,1.5491,7.81,100.7,0.43214,0.046651,0.40785,100.75
7.456,0.52451,6.3294,100.8,0.29664,0.055841,0.42749,100.85
6.8969,0.92942,6.818,100.9,0.32378,0.027983,0.43625,100.94
6.9671,-0.21016,6.3731,101,0.52865,0.013486,0.45738,101.04
6.9141,1.7445,6.9764,101.1,0.19454,0.044478,0.61858,101.14
7.6724,2.9493,7.3226,101.2,0.80939,0.031591,0.30315,101.23
7.1231,3.3728,6.7676,101.3,-0.23773,-0.014922,0.2432,101.33
6.8885,-0.65998,7.052,101.4,-0.00083808,-0.022978,0.23199,101.43
6.6164,0.73318,7.1818,101.49,0.2086,-0.036341,0.14959,101.52
7.0939,0.77269,6.8688,101.6,-0.090335,-0.031461,0.096198,101.62
6.4249,0.82913,6.8632,101.69,-0.14207,-0.033797,-0.060658,101.72
7.2204,0.37003,7.0611,101.79,-0.22278,-0.029751,-0.20977,101.82
6.6465,0.70099,7.4229,101.89,-0.28619,0.024096,-0.30547,101.91
7.3472,0.97223,6.7119,101.99,-0.35301,0.025261,-0.46009,102.01
7.7311,-0.060175,7.6792,102.09,-0.26467,0.071661,-0.48906,102.11
6.9653,0.78048,6.5278,102.19,-0.48966,0.012322,-0.65917,102.21
7.8373,0.41703,7.7626,102.29,-0.62733,0.0053904,-0.6317,102.3
6.9057,-0.7474,6.3236,102.39,-0.51128,-0.013834,-0.68281,102.4
7.7708,-0.47915,6.1812,102.49,-0.55297,-0.030008,-0.6353,102.5
7.2301,-1.3027,7.0451,102.59,-0.31579,-0.03356,-0.52249,102.6
7.7175,-0.41045,6.0609,102.69,-0.43609,-0.031429,-0.34937,102.69
7.5404,-0.41748,7.1654,102.78,-0.35582,-0.030224,-0.19354,102.79
6.9758,-0.17858,6.6219,102.88,-0.18187,-0.00074766,-0.17726,102.89
6.8227,0.65234,7.1056,102.98,0.0070279,0.023512,-0.13333,102.99
7.0137,0.90816,6.9062,103.08,-0.036769,-0.047565,-0.11846,103.09
6.8764,-0.24818,6.7147,103.18,0.19935,-0.023557,-0.011892,103.18
7.0559,-0.48694,7.2951,103.28,0.10828,0.0035492,0.13043,103.28
6.7968,-1.1206,6.8484,103.38,0.174,0.024683,0.34434,103.38
6.8469,0.0044907,7.2222,103.48,0.3206,0.056609,0.56877,103.48
