acc_1,acc_2,acc_3,tacc,av_1,av_2,av_3,tav
7.2629,-0.01901,6.4234,34.23,0.64689,0.060458,0.73587,34.287
7.3647,0.95831,6.4594,34.329,0.76028,0.1362,0.6898,34.387
7.9125,-0.2895,6.1007,34.428,0.80096,0.019041,0.76481,34.487
7.6656,0.86251,5.8485,34.527,0.59802,0.11655,0.7553,34.587
8.0995,1.3327,5.4029,34.626,0.85787,0.022529,0.67932,34.687
7.3563,1.8707,6.1865,34.726,0.38357,0.041479,0.54868,34.787
7.1472,1.359,6.6074,34.825,0.66018,0.024673,0.37189,34.886
7.1949,2.8309,6.4023,34.924,-0.056854,0.013809,0.11968,34.986
7.0065,1.5391,6.8912,35.023,-0.29054,0.036139,0.085388,35.086
6.8523,-1.1968,6.8544,35.123,0.12741,0.012894,0.058347,35.186
7.4987,2.2001,6.7475,35.222,-1.0187,-0.08753,0.030538,35.286
6.7875,-0.40102,7.4166,35.321,0.31197,0.027286,-0.16072,35.386
7.3979,2.7486,6.1106,35.42,-0.63441,0.0096252,-0.41625,35.487
7.3053,1.2342,6.1733,35.519,-0.43692,0.019008,-0.56205,35.587
7.4626,-0.7236,6.8043,35.619,-0.53795,0.0066816,-0.53261,35.687
7.2705,-0.30866,6.266,35.718,-0.54203,-0.0051962,-0.50735,35.787
7.6343,-1.3818,6.7525,35.817,-0.73837,0.011519,-0.30639,35.887
7.2906,-1.5602,6.2335,35.916,-0.33132,0.0082944,-0.17357,35.987
7.4347,-2.8911,6.5433,36.015,0.49316,0.00043202,-0.036641,36.087
7.068,1.6029,6.665,36.115,-0.4354,0.011641,-0.057765,36.187
7.2144,-1.3255,6.6393,36.214,0.26764,-0.0017067,-0.039811,36.288
7.0619,0.38754,6.7728,36.313,0.0089973,0.021072,-0.023686,36.388
7.0746,0.29728,6.5448,36.412,-0.11166,0.023579,-0.0059039,36.488
7.0252,-0.025297,7.0107,36.512,-0.28009,0.0037283,-0.039391,36.588
7.0364,-0.19669,6.8281,36.611,-0.2784,-0.00072411,-0.038467,36.689
7.1749,-0.94768,6.7799,36.71,0.043009,-0.014581,-0.022862,36.789
6.8771,0.054636,6.9445,36.809,-0.16497,-0.025222,0.0037769,36.889
7.2093,0.38575,6.5894,36.908,-0.29549,-0.024576,-0.065811,36.989
6.9776,2.4573,6.9414,37.008,-0.41712,-0.033173,-0.19786,37.09
6.6649,3.1831,6.6353,37.107,-0.64358,0.045352,-0.46837,37.19
7.7284,2.1928,6.8867,37.206,-0.6563,0.038156,-0.64179,37.288
6.9342,2.886,6.2178,37.305,-0.95557,0.11576,-0.7505,37.386
8.0976,0.38335,6.1381,37.405,-0.9204,0.12037,-0.83338,37.484
8.3935,0.51747,6.1042,37.504,-1.087,0.14159,-0.93194,37.581
7.8172,0.096699,4.8974,37.603,-0.92107,0.14688,-0.86774,37.68
8.3772,0.33306,5.0728,37.702,-1.0309,0.12357,-0.94462,37.778
8.1598,-0.93211,4.8746,37.801,-0.93799,0.10934,-0.83839,37.876
8.1615,-1.8018,5.2725,37.901,-0.77217,0.072293,-0.73673,37.974
7.809,-1.2364,5.6873,38,-0.46459,0.047361,-0.8199,38.072
8.796,-0.70279,6.169,38.099,-0.58357,0.057636,-0.79521,38.17
7.5382,-0.92268,6.1411,38.198,-0.57021,-0.011512,-0.70843,38.269
7.5853,-1.6506,6.6146,38.297,-0.14362,-0.0031808,-0.62438,38.367
7.7778,-0.94259,6.4064,38.397,-0.66759,0.011079,-0.46129,38.465
7.7557,-3.7575,7.5073,38.496,-0.372,-0.012138,-0.16654,38.563
7.1261,-2.871,6.6362,38.595,0.3597,0.029221,-0.067866,38.662
6.9101,1.5843,6.8608,38.694,-0.30506,-0.0092853,-0.10263,38.76
6.8489,-0.50715,6.693,38.793,-0.17095,-0.012213,-0.062301,38.858
6.9149,0.60609,7.0884,38.893,0.18247,0.014928,-0.034166,38.956
7.4294,0.4573,7.5148,38.992,0.046206,0.027404,-0.042262,39.055
7.0972,0.22857,6.535,39.091,-0.044452,0.0086334,-0.082308,39.153
7.1011,0.62016,6.5817,39.19,-0.13741,-0.014739,-0.05494,39.251
6.9789,-0.29534,6.8566,39.29,0.11423,0.017898,-0.019632,39.35
6.4498,0.81296,7.3187,39.389,0.24484,-0.050319,0.10796,39.448
7.5368,1.4631,6.7679,39.488,-0.011638,0.0017159,0.12004,39.546
7.0158,0.072898,7.3864,39.587,0.11319,-0.01826,0.097777,39.645
7.144,0.96684,6.5806,39.686,-0.00091386,-0.025388,0.11237,39.743
6.9783,0.27183,6.9491,39.786,0.0084255,-0.0048774,0.1151,39.842
6.532,1.2206,7.2026,39.885,-0.27513,-0.030579,0.19963,39.94
6.0795,1.0114,7.4561,39.984,-0.10818,0.049642,-0.0075847,40.038
7.2464,2.5293,6.8863,40.083,-0.034774,0.03443,-0.31247,40.137
7.1008,0.87074,7.0647,40.182,-0.3918,0.018912,-0.3635,40.235
7.0722,0.35132,6.7442,40.282,-0.38612,0.0065363,-0.51061,40.334
8.0848,-0.64067,6.4613,40.381,-0.5359,-0.014763,-0.43954,40.432
6.9837,-3.5214,5.7371,40.48,-0.27489,0.020377,-0.23907,40.531
7.2404,-0.99438,6.7914,40.579,-0.22678,-0.020796,-0.23962,40.63
7.0776,-0.59337,6.1928,40.678,-0.51235,-0.0047529,-0.22046,40.727
7.3526,-0.6468,6.6013,40.778,0.021678,-0.043023,-0.30231,40.826
6.3392,0.25028,7.3529,40.877,-0.16482,-0.047872,-0.29539,40.924
7.1108,0.27049,6.6243,40.976,0.11681,-0.0026125,-0.21629,41.023
7.0801,0.66986,6.7908,41.075,0.30154,0.0072421,-0.108,41.122
7.0012,-0.25013,7.2764,41.175,0.22498,0.043296,0.18745,41.22
7.0349,-0.29144,6.7216,41.274,0.54228,0.052751,0.24816,41.319
6.9048,0.80577,6.7828,41.373,0.01713,0.088063,0.31846,41.418
7.7648,0.76311,6.73,41.472,0.33584,0.10085,0.43759,41.516
7.1285,0.72898,6.9119,41.571,0.34397,0.071884,0.55937,41.615
7.0421,0.32662,6.6299,41.671,0.42593,0.073408,0.58487,41.714
7.31,1.9341,6.7996,41.77,0.36759,0.09581,0.58766,41.813
7.0506,0.88271,6.3137,41.869,0.4942,0.088616,0.58096,41.912
6.783,1.4717,6.5995,41.968,0.47794,0.06444,0.53494,42.01
7.4624,0.71851,6.3414,42.067,0.3658,0.024737,0.5583,42.109
7.0646,1.9754,6.8828,42.167,0.46541,0.039,0.44399,42.208
7.6145,2.467,5.9893,42.266,0.067552,0.048589,0.30974,42.307
7.0279,1.1034,6.6303,42.365,0.21839,-0.0086257,0.23459,42.406
6.9771,2.1516,7.0101,42.464,-0.6833,-0.043733,0.093537,42.505
6.8514,-0.61612,7.4846,42.563,-0.22863,-0.050971,0.11361,42.604
7.1196,0.73572,6.3606,42.663,0.012047,-0.00058153,0.14169,42.703
6.8477,0.61342,6.9921,42.762,-0.30581,-0.020417,-0.017186,42.802
7.0089,1.3463,7.139,42.861,-0.29708,-0.039172,-0.18349,42.901
6.7302,2.1028,6.8768,42.96,-0.47387,0.010557,-0.38651,43
7.202,0.89679,6.5032,43.06,-0.31809,0.016675,-0.50915,43.099
7.0346,0.022004,6.5725,43.159,-0.59831,0.02827,-0.4707,43.198
7.1321,0.29324,6.1859,43.258,-0.11053,0.0080164,-0.58056,43.297
7.1081,0.88346,6.5854,43.357,-0.59511,-0.042938,-0.75072,43.397
7.7805,-0.50535,6.4387,43.456,-0.73425,-0.025601,-0.70351,43.496
7.5084,-1.212,6.563,43.556,-0.58636,-0.031099,-0.52348,43.595
7.8928,-1.4042,6.3922,43.655,-0.68428,-0.021034,-0.37258,43.694
7.2966,-0.241,6.6135,43.754,-0.2966,-0.023745,-0.36456,43.794
7.2336,0.83496,6.5957,43.853,-0.51506,-0.023317,-0.30058,43.893
7.3526,0.056882,6.3478,43.952,0.01152,0.048085,-0.20641,43.992
7.0544,-0.30581,6.7302,44.052,-0.24142,-0.01039,-0.15358,44.092
7.3575,-0.81041,6.6207,44.151,-0.08641,0.0058387,-0.069221,44.191
6.8649,0.53723,6.9274,44.25,0.058036,-0.00010257,-0.096865,44.289
7.1186,0.56537,6.7709,44.349,-0.19155,-0.026132,-0.072369,44.389
6.7037,0.11706,7.0162,44.448,0.24793,-0.010095,0.0055577,44.488
6.9598,-0.44338,7.2621,44.548,0.016075,0.022381,0.12621,44.588
6.8599,-0.96819,6.7209,44.647,0.16881,0.05245,0.27478,44.687
6.7293,-0.67569,7.3569,44.746,0.32767,0.038377,0.45412,44.787
7.4063,-2.1964,6.6438,44.845,0.82325,0.062361,0.67767,44.887
7.2198,0.38904,6.1455,44.944,0.59522,0.02938,0.77345,44.986
7.9384,1.256,6.2914,45.044,0.70047,0.049568,0.65981,45.086
7.6242,0.62375,6.1079,45.143,0.66553,0.044745,0.49382,45.185
7.5148,0.89559,6.3975,45.242,0.46023,0.043759,0.60743,45.285
7.1071,0.70923,5.9396,45.341,0.39678,0.043234,0.57584,45.385
7.1598,0.60833,6.2697,45.44,0.51325,0.038259,0.52609,45.485
7.0267,2.0317,6.3535,45.54,0.49388,0.013088,0.38333,45.584
6.8855,3.6548,6.8947,45.639,-0.26917,0.017396,0.12114,45.684
7.1312,0.18966,6.8553,45.738,-0.098457,-0.00020717,0.029883,45.784
7.1074,0.50056,6.765,45.837,-0.016203,0.015875,0.06027,45.884
6.7634,0.48664,7.1282,45.937,0.013858,-0.0039482,0.033558,45.984
6.9282,1.021,6.6911,46.036,-0.22221,-0.0063453,0.057109,46.084
5.6172,0.72719,6.7323,46.135,0.068662,-0.0041472,0.045106,46.184
6.2339,0.85577,7.4726,46.234,-0.14399,0.010886,-0.24982,46.284
6.2517,2.4553,7.2726,46.333,-0.41992,-0.001912,-0.5341,46.384
7.5015,2.1655,6.6206,46.433,-0.71396,0.00037572,-0.81864,46.484
7.7483,-0.55729,6.367,46.532,-0.59211,0.0079294,-0.75301,46.584
7.5142,0.57301,5.9076,46.631,-0.68248,-0.043116,-0.65207,46.684
7.9296,1.7614,5.5606,46.73,-0.65104,-0.0444,-0.66956,46.784
7.9586,0.97837,6.3372,46.829,-0.43977,-0.040073,-0.82832,46.884
8.0844,-0.059127,5.6934,46.929,-0.96449,-0.025032,-0.61358,46.984
7.5763,-3.3617,6.3934,47.028,-0.0086813,-0.019297,-0.35515,47.084
7.1698,-2.1551,6.8569,47.127,0.33375,0.0067203,-0.1476,47.184
7.3071,1.0679,6.0076,47.226,-0.018284,0.013508,-0.10401,47.285
7.0905,-0.56014,6.7978,47.325,-0.27541,-0.013702,-0.032896,47.385
6.7032,1.5767,7.2942,47.425,-0.056716,0.0046114,-0.030793,47.485
6.7695,0.1428,6.9771,47.524,-0.06324,0.014406,-0.070505,47.584
6.9342,-0.009131,6.6893,47.623,0.40388,0.0096938,-0.081468,47.685
6.3118,0.38724,7.4133,47.722,0.38949,0.0024212,0.048005,47.785
6.5371,-1.0155,7.6358,47.822,0.18175,0.065699,0.32288,47.885
6.9722,-1.4068,6.5974,47.921,0.68581,0.072759,0.5599,47.986
6.9321,1.2773,7.2783,48.02,0.39235,0.066237,0.63143,48.086
6.9731,-0.030387,6.383,48.119,0.78674,0.097965,0.66565,48.187
7.9122,-0.033979,6.4408,48.218,0.66863,0.043494,0.56337,48.287
8.2559,-0.042362,5.262,48.318,0.29517,-0.010173,0.88295,48.388
7.5099,0.7197,5.7061,48.417,0.55507,0.040622,0.80843,48.488
7.2128,0.23142,5.8697,48.516,0.80519,0.051931,0.67115,48.589
7.181,3.1828,6.3401,48.615,0.16962,-0.005159,0.46031,48.689
6.8643,4.0253,6.3377,48.714,-0.21393,0.015652,0.07888,48.79
6.7926,0.031734,6.4851,48.814,0.0014688,-0.01384,0.056004,48.89
6.8303,-0.25133,7.127,48.913,-0.24015,0.00019027,0.15419,48.991
7.0864,-0.14265,6.6983,49.012,-0.076296,-0.0040828,0.055143,49.091
6.9622,0.97627,6.6576,49.111,-0.34024,-0.001138,0.068416,49.192
6.9123,-0.86355,7.1041,49.211,0.44049,0.040176,0.24118,49.293
6.1711,0.57361,6.5791,49.31,-0.26929,-0.0088161,0.0053336,49.393
6.7303,1.0387,7.2193,49.409,-0.3167,0.033767,-0.082033,49.494
6.7641,1.452,7.4493,49.508,-0.26595,0.033517,-0.41662,49.593
6.9282,1.8359,7.18,49.607,-0.45485,0.0088012,-0.62048,49.691
7.169,1.4902,6.8652,49.707,-0.59308,-0.010797,-0.74781,49.789
7.5269,0.26166,6.011,49.806,-0.71451,-0.00055773,-0.76764,49.886
7.8694,0.12319,5.7572,49.905,-0.53456,-0.03843,-0.65185,49.984
7.6257,0.36973,5.6034,50.004,-0.55216,-0.026371,-0.61887,50.082
7.8869,0.87792,5.1457,50.103,-0.60863,-0.048365,-0.6673,50.18
7.9316,-0.40281,6.5546,50.203,-0.71384,-0.073634,-0.67464,50.278
7.5455,-2.0413,6.1422,50.302,-0.083455,-0.038135,-0.4189,50.376
7.4097,-1.8966,7.263,50.401,0.099967,0.0029439,-0.06249,50.474
6.9438,1.0938,7.299,50.5,-0.097355,-0.016484,-0.064708,50.571
6.9938,0.29728,6.9185,50.599,0.22041,0.0027919,-0.052074,50.669
6.9021,1.1974,6.6803,50.699,-0.1146,-0.008303,-0.05471,50.767
6.8301,0.28171,7.0144,50.798,0.010995,0.0041029,-0.00057986,50.864
6.8647,-0.37811,7.4044,50.897,0.06316,0.02327,0.16108,50.962
6.804,-1.0989,7.069,50.996,0.21272,0.090421,0.33738,51.06
7.2967,-0.44128,6.8794,51.096,0.28515,0.095644,0.57263,51.158
7.0985,-0.51508,6.9188,51.195,0.64181,0.059502,0.65957,51.256
7.1171,0.94124,6.0118,51.294,0.64656,0.077503,0.76014,51.354
7.5301,1.0293,6.0179,51.393,0.34267,0.072528,0.79088,51.452
8.4389,0.99977,6.2517,51.492,0.56729,0.062015,0.69619,51.55
7.4632,2.3967,6.2263,51.592,0.29461,0.033392,0.64777,51.648
7.3033,0.96894,5.9328,51.691,0.76223,0.038753,0.4946,51.746
7.5985,2.5711,6.1474,51.79,0.088284,0.026383,0.38337,51.844
7.0614,1.8267,7.0728,51.889,0.03919,0.0082658,0.24361,51.942
6.9761,0.63603,7.1259,51.988,-0.3174,0.018142,0.14123,52.04
7.0768,-0.45535,6.8836,52.088,-0.022343,-0.0045105,0.10253,52.139
6.8685,1.1019,7.1494,52.187,0.12644,0.022661,0.10565,52.237
7.4961,-0.017963,6.1402,52.286,-0.083494,-0.032908,0.11,52.335
6.6336,-0.12439,7.4094,52.385,0.029738,-0.018725,-0.056198,52.433
6.7977,1.4265,6.6784,52.484,-0.36715,-0.0024576,-0.25532,52.531
6.7586,1.152,7.4192,52.584,-0.52463,0.033616,-0.31697,52.63
6.7984,0.66836,7.3244,52.683,-0.31126,-0.015037,-0.44576,52.728
7.528,0.36494,7.2629,52.782,-0.22427,0.011901,-0.51406,52.826
6.4686,0.93286,6.6493,52.881,-0.62059,-0.023721,-0.75952,52.925
8.0452,1.315,5.8316,52.981,-1.0806,-0.036607,-0.80026,53.023
7.8747,-2.2401,5.7744,53.08,-0.75043,0.0068209,-0.50801,53.121
8.58,0.19789,5.8427,53.179,-0.56491,-0.022025,-0.53325,53.22
6.9351,0.61372,6.0133,53.278,-0.53287,-0.02006,-0.49002,53.318
7.0575,-0.14759,5.875,53.377,-0.47399,-0.021715,-0.52208,53.417
7.9763,-0.51747,6.5372,53.477,-0.2917,-0.015882,-0.47235,53.515
7.0655,-1.3944,7.2431,53.576,-0.13391,-0.033251,-0.13536,53.614
7.1741,-1.0689,6.7858,53.675,0.057714,-0.032975,-0.13968,53.712
7.4231,1.7427,6.9453,53.774,-0.15888,0.0029839,-0.12753,53.811
6.7944,-0.32827,6.8538,53.874,-0.085522,0.0042806,0.008077,53.909
6.9545,-0.47302,7.2301,53.973,0.2454,0.018513,0.11434,54.008
7.1161,-1.8034,7.2111,54.072,0.53111,0.046997,0.3938,54.106
7.1566,-0.59846,6.6842,54.171,0.49992,0.080399,0.61098,54.204
7.2731,-0.45745,6.7424,54.27,0.37112,0.10461,0.69705,54.303
7.405,-0.57181,6.1832,54.37,0.76716,0.012641,0.76922,54.402
8.1628,0.30312,6.9256,54.469,0.78065,0.052238,0.74845,54.501
7.7558,0.57391,5.3508,54.568,0.74637,0.042216,0.53157,54.6
7.7251,2.0772,5.8163,54.667,0.69272,0.029016,0.76876,54.699
6.8896,1.4674,5.8693,54.766,0.14594,0.015123,0.54308,54.797
7.0333,1.1019,6.4442,54.866,-0.31539,0.021852,0.30024,54.896
7.1907,0.74695,6.3151,54.965,0.24091,-0.0026875,0.3212,54.995
7.1978,1.3744,6.7821,55.064,0.49431,0.020162,0.19684,55.094
7.0783,1.6723,6.8135,55.163,-0.3383,0.0061747,0.15029,55.193
6.8043,-0.53229,6.9131,55.262,0.27714,-0.023398,0.14806,55.292
7.1107,1.1031,7.6982,55.362,0.045297,-0.030533,0.15134,55.391
6.7804,0.34443,7.0707,55.461,-0.55543,-0.060734,-0.042589,55.49
6.8921,1.4223,6.899,55.56,-0.48853,0.015998,-0.19737,55.59
6.1775,1.3261,7.1931,55.659,-0.46877,0.059803,-0.32754,55.689
7.0517,0.81206,7.4738,55.759,-0.62287,0.0097348,-0.55781,55.788
7.1331,1.0498,6.8078,55.858,-0.28123,0.030998,-0.7161,55.887
7.5443,2.3398,6.3468,55.957,-0.54098,-0.014711,-0.9034,55.986
7.3648,0.3386,5.6611,56.056,-0.96882,-0.057662,-0.97578,56.086
7.8196,-1.4072,5.8843,56.155,-0.81066,-0.07859,-0.86126,56.185
7.5546,-0.68842,6.0085,56.255,-0.88136,-0.088372,-0.58074,56.284
7.3638,-0.25552,6.1374,56.354,-0.27348,-0.027397,-0.47153,56.384
7.365,-1.3265,6.3941,56.453,-0.46781,-0.030073,-0.32422,56.483
7.1388,-2.8791,6.4505,56.552,0.013744,0.0028869,-0.10956,56.583
6.8111,1.0535,6.999,56.652,-0.022969,-0.01671,-0.14942,56.682
7.0195,0.69575,6.7508,56.751,-0.13428,0.00037558,-0.03411,56.782
6.9617,0.29324,6.9923,56.85,0.16521,-0.012386,-0.04717,56.881
6.9926,-0.50625,6.8584,56.949,0.014138,0.022262,0.10765,56.981
6.8831,-1.3171,6.8899,57.048,0.16551,0.010818,0.29297,57.081
6.7243,-1.231,7.3029,57.148,0.32144,0.0081446,0.47103,57.18
6.9411,0.40581,7.1086,57.247,0.33712,0.057561,0.58586,57.28
7.5445,-0.65594,6.8821,57.346,0.62168,0.034579,0.77278,57.38
8.075,0.61372,6.2461,57.445,0.54382,0.02015,0.79139,57.48
7.5326,1.2433,6.6159,57.545,0.34463,0.024283,0.67935,57.579
7.767,1.3722,6.6812,57.644,0.4864,-0.007815,0.70006,57.678
7.7331,-1.0366,5.525,57.743,0.78824,0.05292,0.74544,57.778
7.1851,-0.053589,6.4859,57.842,0.68677,-0.0085647,0.60583,57.878
6.9695,1.6307,6.776,57.941,0.091486,-0.00060068,0.3842,57.978
6.9858,2.0691,6.579,58.041,-0.22815,-0.0054429,0.16199,58.078
7.0785,0.13577,6.9887,58.14,-0.0038108,0.0057829,0.14581,58.178
6.9339,-0.32512,6.6655,58.239,0.2788,-0.014402,0.13006,58.278
7.0581,-0.033381,7.2283,58.338,-0.1962,-0.034196,0.017918,58.378
6.7689,0.17319,7.1704,58.438,-0.0026514,0.010272,-0.17813,58.478
7.1159,1.0088,7.1978,58.537,-0.32033,-0.011804,-0.32557,58.578
6.441,1.5584,7.5046,58.636,-0.56983,0.079888,-0.43742,58.678
5.6949,1.2105,6.8507,58.735,-0.48828,0.029625,-0.65134,58.779
6.8956,0.81027,6.6242,58.834,-0.48858,-0.0068352,-0.74979,58.879
7.9176,2.1518,5.7025,58.934,-1.1718,-0.022686,-0.99484,58.979
7.3835,-0.82059,5.8608,59.033,-0.72423,-0.025207,-0.81432,59.079
8.3216,-0.90592,5.772,59.132,-0.47102,-0.019885,-0.61021,59.18
7.6819,-0.58034,6.2582,59.231,-0.58597,-0.013137,-0.57627,59.28
7.9585,-0.92882,6.0548,59.33,-0.47858,0.00053607,-0.41875,59.38
7.3198,-1.8308,6.1979,59.43,-0.35483,-0.023191,-0.33478,59.481
7.2111,-2.0449,6.9451,59.529,0.147,-0.018388,-0.099617,59.581
6.9502,1.0077,6.5933,59.628,0.12237,-0.0044374,-0.093097,59.682
7.0759,0.38275,6.507,59.727,0.09106,-0.0033647,-0.039117,59.782
6.7978,0.57001,7.3743,59.827,-0.090607,-0.0080594,-0.0047089,59.883
6.9373,-0.64321,7.0423,59.926,-0.016326,0.012077,0.1181,59.984
6.995,-1.4888,7.3109,60.025,0.30995,0.039513,0.30041,60.084
7.0171,-2.2097,6.4883,60.124,0.58532,0.04428,0.60983,60.185
8.1065,-0.65504,7.2071,60.223,0.34887,0.06447,0.71661,60.285
7.2044,-0.43829,5.4056,60.323,0.89884,0.091766,0.92086,60.386
7.7721,1.0583,5.8645,60.422,0.63607,0.043834,0.8919,60.487
8.6513,-0.093855,5.8157,60.521,1.1332,0.082039,1.0194,60.588
8.0387,2.0223,5.6416,60.62,0.90162,0.0233,0.78211,60.688
7.5069,3.2209,6.1229,60.72,0.47821,0.00959,0.50905,60.789
7.0304,1.2315,6.7312,60.819,0.57663,0.0045222,0.43243,60.89
7.4117,3.6648,6.8189,60.918,0.24434,-0.026079,0.12214,60.99
6.8495,0.68827,7.0295,61.017,-0.68753,-0.0068777,0.088517,61.091
6.9092,-0.87119,6.8013,61.116,0.3144,-0.027838,0.024826,61.192
7.0493,1.2638,6.4034,61.216,-0.24255,0.049562,-0.08846,61.293
6.3925,-0.39398,6.9312,61.315,-0.16525,0.0095791,-0.17943,61.394
6.7569,0.99303,6.7799,61.414,-0.37511,0.0070726,-0.20831,61.495
6.5932,1.1035,7.0321,61.513,-0.53174,0.017697,-0.37153,61.596
6.508,1.261,7.0744,61.612,-0.74727,0.037087,-0.53123,61.697
6.5227,0.70608,6.9017,61.712,-0.61506,0.061285,-0.59516,61.798
6.9605,1.4017,7.0964,61.811,-0.83855,0.037424,-0.78304,61.899
7.3834,-0.024549,6.0513,61.91,-0.35899,0.018072,-0.94181,61.996
7.7485,-1.0092,6.1818,62.009,-0.78609,-0.021213,-0.78447,62.094
7.4265,-2.4315,6.2324,62.108,-0.45167,-0.0082025,-0.49241,62.191
7.8383,-0.83601,6.1824,62.208,-0.34209,-0.037549,-0.40008,62.289
7.2108,0.19415,6.7261,62.307,-0.35402,0.012012,-0.42147,62.386
7.6971,-0.20702,6.6112,62.406,-0.60867,-0.011384,-0.2813,62.483
7.1937,-2.6396,6.4549,62.505,0.37924,0.0028194,-0.13213,62.581
6.5977,0.85682,7.2014,62.605,0.020579,4.4868e-05,-0.11671,62.678
7.0494,0.79709,6.8965,62.704,-0.13302,0.0036389,-0.048789,62.776
6.8535,0.13053,6.9194,62.803,0.10059,-0.0098809,-0.046337,62.874
6.6861,-0.021106,7.1301,62.902,0.11474,-0.00077588,0.080116,62.971
6.7234,-1.4059,7.3984,63.002,0.24503,0.039547,0.23837,63.069
7.108,-1.1517,6.792,63.101,0.508,0.027115,0.48611,63.166
7.2277,-1.299,6.3104,63.2,0.58085,0.083197,0.83279,63.264
7.18,-1.3186,6.0217,63.299,0.9772,0.080059,0.8261,63.362
7.9215,1.1662,5.5118,63.398,1.1474,0.10845,0.87851,63.459
7.7542,2.1747,6.0063,63.498,0.55129,0.066836,0.76606,63.557
7.6711,0.57106,5.8567,63.597,0.67643,0.044601,0.58281,63.655
7.5266,1.7213,6.3332,63.696,0.30705,0.036706,0.4835,63.752
7.2407,0.0094304,6.6347,63.795,0.08979,-0.0012387,0.44876,63.85
6.7297,-0.35312,6.8484,63.894,0.38762,-0.0052664,0.36263,63.948
6.6326,2.1217,6.662,63.994,-0.35591,-0.029938,0.099921,64.046
6.5248,0.016316,7.0906,64.093,0.20823,0.023434,0.049602,64.143
7.2198,1.8151,6.711,64.192,-0.049056,0.019638,-0.027367,64.241
7.0068,-0.56014,6.8325,64.291,0.0036304,-0.018667,-0.042391,64.338
7.0628,-0.34833,6.4411,64.391,0.33816,0.0058698,-0.023369,64.436
7.252,1.434,6.7951,64.49,-0.12017,0.015716,-0.041624,64.534
6.8423,-0.1678,7.0701,64.589,-0.026628,0.0083332,-0.016348,64.632
6.961,0.68977,6.8207,64.688,-0.027768,-0.058246,0.039176,64.73
7.1298,1.1852,5.8784,64.787,-0.57184,-0.022164,0.068125,64.828
6.665,-0.48634,7.9781,64.887,0.11501,-0.0018463,-0.074936,64.926
7.0942,2.5555,6.6665,64.986,-0.2707,-0.020748,-0.37175,65.024
7.1762,1.5442,6.6989,65.085,-0.51553,0.024068,-0.5244,65.122
7.6635,-0.62226,6.4721,65.184,-0.42325,0.002513,-0.51959,65.22
7.1443,-1.0933,6.6803,65.283,-0.60796,0.010569,-0.42775,65.318
7.137,-2.4841,6.5543,65.383,-0.052625,-0.006412,-0.16772,65.416
7.0979,-1.0264,6.527,65.482,-0.12516,0.0079247,-0.066765,65.515
7.0503,-0.35267,6.8722,65.581,0.042281,-0.00056739,-0.080535,65.613
6.9644,0.73617,6.7501,65.68,-0.1247,0.013692,-0.062361,65.711
7.0291,-1.2599,6.8867,65.779,0.024698,0.015323,-0.021309,65.81
7.0894,0.16151,6.7842,65.879,-0.033109,-0.0055376,-0.0014318,65.908
6.9283,-0.29578,6.9102,65.978,-0.053788,0.020362,-0.014065,66.006
6.9246,-0.18651,6.895,66.077,0.14106,0.015621,0.0040742,66.105
7.0119,0.49397,6.8527,66.176,-0.12552,0.010515,0.011664,66.203
6.9189,0.1187,7.0409,66.276,-0.14627,-0.0019598,0.038393,66.302
6.8658,-0.36524,6.9556,66.375,-0.011092,0.0052724,0.032601,66.4
6.9547,-0.13143,6.9545,66.474,0.0038838,7.4159e-05,0.038589,66.499
7.3054,0.15777,6.5492,66.573,0.031678,0.001554,0.022337,66.597
6.8915,0.18516,7.2484,66.672,-0.44006,-0.033132,0.079405,66.696
6.7058,0.51568,6.8084,66.772,-0.33069,-0.042558,0.0095641,66.795
6.7327,2.3699,6.9387,66.871,-0.36559,0.044399,-0.17623,66.893
7.2854,3.3945,7.5693,66.97,-0.71742,0.052743,-0.56705,66.992
7.6465,4.0133,6.7394,67.069,-0.85397,0.10407,-0.93788,67.091
8.6984,1.3944,6.0914,67.169,-1.2931,0.17211,-1.1122,67.19
8.7231,0.47691,4.5487,67.268,-0.97333,0.14619,-1.1697,67.289
8.4704,0.26914,4.9971,67.367,-1.2027,0.10897,-1.2205,67.388
9.4419,-1.0858,4.3163,67.466,-1.2817,0.097656,-1.1673,67.486
8.6159,-0.57136,5.1,67.565,-0.99898,0.11156,-1.1329,67.584
9.0526,-0.7191,5.2975,67.665,-0.73319,0.11231,-1.0641,67.684
8.0007,-1.6774,5.2107,67.764,-0.90193,-0.022474,-1.1188,67.782
8.1339,-3.6023,5.9223,67.863,-0.6591,-0.0076899,-0.87467,67.882
8.414,-2.2501,6.1625,67.962,-0.23348,0.02361,-0.51672,67.981
7.3225,-1.8521,7.1023,68.061,-0.33548,-0.033794,-0.44499,68.08
6.9878,-1.4729,6.677,68.161,-0.25694,-0.018019,-0.27428,68.179
6.6589,-1.3388,7.2427,68.26,0.013382,0.019554,-0.095587,68.278
7.0593,-1.948,6.7261,68.359,0.30576,0.013845,2.7793e-05,68.378
6.8254,1.6331,6.9262,68.458,-0.051659,5.594e-05,-0.017857,68.477
6.7388,0.80263,7.067,68.558,-0.047471,-0.00047084,0.029978,68.576
7.2464,0.048499,6.602,68.657,-0.018789,-0.01434,0.067231,68.676
6.2214,0.83901,7.0217,68.756,0.21645,0.017525,0.20645,68.775
